CHUNK,TIPO,PREGUNTA,RESPUESTA
"Ideal para el aseo personal. Combina suaves y efectivos ingredientes que limpian y suavizan la piel del usuario sin dejar residuos de jabones comunes, por lo cual tampoco reseca las manos.",DESCRIPCION,,
"altura del producto 12.80 cm, ancho del producto 10.70 cm, profundidad del producto 10.70 cm, volumen del producto 1465.472, diametro del producto 10.70 cm, ean 7750278000860, medidas 10.70x10.70x12.80, tipo de producto sellador, modelo vista, color transparente, material polímero, garantía 1 año, procedencia nacional, país de origen perú",FICHA,,
"La silla fija combina perfectamente elegancia y resistencia, ideal para cualquier rincón del hogar, cocina, comedor o donde gustes",DESCRIPCION,,
"Con recubrimiento de vinilo. Se coloca fácilmente deslizándose debajo de un estante de gabinete estándar. Diseño completamente de acero para ser duradero para sostener servilletas, ropa de cama pequeña plegada o vajilla. Se adapta a cualquier gabinete estándar.",CARACTERISTICAS,,
El ambientador le da a tu vehículo un aroma fresco y duradero. Esta fragancia hará que su automóvil sea un poco más atractivo para usted y sus pasajeros.,DESCRIPCION,,
"altura del producto 2.00 cm, ancho del producto 20.00 cm, profundidad del producto 22.00 cm, volumen del producto 880, ean 2000003604913, medidas 20.00x22.00x2.00, tipo de producto llaves, modelo no aplica, color plata, material acero cromado, garantía 06 meses por defectos de fabricación, procedencia nacional",FICHA,,
"Soporte doble abierto de madera pino que sirve como sujetador de la barra para cortina de la misma marca, viene con 2 perforaciones para colocar las fijaciones y adosar a la pared o techo.",CARACTERISTICAS,,
"altura del producto 20.00 cm, ancho del producto 4.00 cm, profundidad del producto 1.50 cm, volumen del producto 120, ean 2000000649177, medidas 4.00x1.50x20.00, tipo de producto espátula, modelo gspe038, color plata, material metal/plástico, garantía 1 año, procedencia importado, país de origen china",FICHA,,
Leer las instrucciones antes de su instalación.Tener en cuenta las medidas de instalación.,OBSERVACIONES,,
mochila nepal 20 - azul con gris de la marca national geographic del area de aire libre y temporada para los camping de la linea accesorios de camping de procedencia nacional al precio de 219.9 soles,PRODUCTO,,
Promart trae para ti esta bandeja para pintura la cual facilita el pintar superficies del hogar. Es antideslizante por lo que entrega mayor seguridad al momento de pintar.,DESCRIPCION,,
Tener en cuenta el espesor del material sobre el cual se va a trabajar.,RECOMENDACIONES,,
"Elimina incluso las manchas más difíciles de tu cocina con el práctico Mr. Músculo Oxy Power que gracias al poder del oxígeno trabaja eficazmente sobre distintas superficies, electrodomésticos y grifería.",DESCRIPCION,,
"Buscas el descanso soñado y renovar tu habitación, aprovecha el box tarima que tenemos para ti.",DESCRIPCION,,
Los cortacables con mecanismo de carraca VDE Bahco son herramientas diseñadas para profesionales.,DESCRIPCION,,
"altura del producto 52.00 cm, ancho del producto 25.00 cm, profundidad del producto 11.00 cm, volumen del producto 14300, ean 7757309000950, medidas 25.00x11.00x52.00, tipo de producto pegamento, modelo interiores, color gris, material cemento/resina/áridos/aditivos, garantía 1 año, procedencia nacional, país de origen perú",FICHA,,
Instalar por un técnico especializado.,RECOMENDACIONES,,
"Chaleco de drill tecnológico modelo con cinta reflectiva (3M), en H (parte trasera y delantera), para personas que prestan servicios en obras. Chaleco tipo reportero, de modelo clásico y manga cero. Bolsillos incrustados, 1 bolsillos en parte trasera con cremallera y 2 bolsillos con cremallera en la parte delantera. Cierre delantero del chaleco a través de cremallera. Ajustable en zona de la cintura.",CARACTERISTICAS,,
"Resistente soporte para fijar en la pared, repisas y otros muebles.",DESCRIPCION,,
audifonos inalambricos tws j16 blanco de la marca somostel del area de electricidad para los tecnologia de la linea audifonos y mini speakers de procedencia importado al precio de 79.0 soles,PRODUCTO,,
No aplica,OBSERVACIONES,,
Utilizar el producto adecuadamente para una mayor duración y óptimo desempeño.,OBSERVACIONES,,
aplique oval marco blanco 12w ip54 265v 1080lm  lc de la marca sm del area de iluminacion para los iluminacion exterior de la linea apliques de exterior de procedencia nacional al precio de 37.9 soles,PRODUCTO,,
tricombo c6310 hlx 50 hsb 635 de la marca teka del area de electro hogar para los empotrado  de la linea cocinas encimeras de procedencia nacional al precio de 3417.0 soles,PRODUCTO,,
"volumen del producto 0, ean 7753330003069, tipo de producto batería, color no aplica, garantía 1 año, procedencia nacional",FICHA,,
Encuentra los muebles más modernos y renueva tu hogar con las sillas que Promart trae para ti.,DESCRIPCION,,
destornillador ergo plano 8.0x175mm de la marca bahco del area de herramientas para los herramientas de mano de la linea desarmadores de procedencia nacional al precio de 53.9 soles,PRODUCTO,,
"volumen del producto 0, ean 7754085002116, color no aplica, garantía 1 año, procedencia nacional",FICHA,,
Fabricado con resina 100% virgen. Excelente calidad. Resistencia y durabilidad.,CARACTERISTICAS,,
"pExperimenta el confort con el Aire Acondicionado Split Khone Inverter KBM-12BP1 R410A 12000 Btu/h Negro. Con su Modo ECO, este minisplit te ofrece un ahorro de energía excepcional, !hasta un 70% en 8 horas de funcionamiento continuo!h2Características y beneficios del Aire Acondicionado Split Khone Inverter KBM-12BP1 R410A 12000 Btu/h Negro: Recubrimiento Golden Fin para resistencia a la oxidación y corrosión.br• Switch inteligente para eliminar polvo.br• Función Self Clean para eliminar la humedad.br• Evita corrientes de aire y tiene salida de aire de largo alcance.",DESCRIPCION,,
cafetera electrica cm6065 06 tazas 650w de la marca imaco del area de electro hogar para los electrodomesticos de la linea pequeños electrodomesticos de procedencia nacional al precio de 89.9 soles,PRODUCTO,,
Accesorio de fijación para unir o sujetar firmemente dos piezas entre si.,DESCRIPCION,,
"altura del producto 44.60 cm, ancho del producto 14.50 cm, profundidad del producto 23.60 cm, volumen del producto 15262.12, ean 4078500364201, medidas 14.50x23.60x44.60, tipo de producto jalador, modelo 3642-20, color azul, material pvc, garantía por defecto de fabricación, procedencia nacional, país de origen alemania",FICHA,,
"Decora tu cocina con este atractivo listelo que ofrece la marca Kantu. Un producto elaborado a base de cerámico, hecho cuidadosamente a la medida  e incorporado con un acabado brillante. Sin duda, un accesorio que añadirá un gran valor estético a los ambientes del hogar.",DESCRIPCION,,
Limpiar con paño seco.,RECOMENDACIONES,,
Limpiar con paño húmedo.,RECOMENDACIONES,,
Sumérgete dentro de tus canciones favoritas con estos espectaculares audífonos que tienen el volumen perfecto y potente que estás buscando.,DESCRIPCION,,
"dado para bujia 1/2"" 21mm de la marca kamasa del area de herramientas para los herramientas de mano de la linea dados y ratchets de procedencia nacional al precio de 9.9 soles",PRODUCTO,,
Cubrir con cinta de papel antes de fraguar. Colocar sobre superficie limpia y seca. Limpiar con trapo de algodón seco.,RECOMENDACIONES,,
"Garrucha industrial base móvil y tornillo de fijación, fabricada en acero.",DESCRIPCION,,
Odor control y tecnología de limpieza profunda.,DESCRIPCION,,
Cable con PVC. 300 V. Temperatura máxima de operación 80°C,CARACTERISTICAS,,
Lavar de manera periódica para mantener su higiene.,RECOMENDACIONES,,
Elegir el tamaño correspondiente para el trabajo que se quiere realizar. Ocupar solo para lo recomendado por el fabricante.,RECOMENDACIONES,,
vela perfumada jomy 65g con tapa jazmin de la marca sm del area de tendencias para los productos check out de la linea productos check out de procedencia importado al precio de 7.9 soles,PRODUCTO,,
colgador porta herramientas de jardin de la marca gardena del area de jardin para los herramientas manuales para jardineria de la linea herramientas de mango corto de procedencia nacional al precio de 247.9 soles,PRODUCTO,,
cable thhn thwn cu 6mm2 rojo de la marca phelpsdodge del area de electricidad para los cables de la linea conductores electric 1 de procedencia nacional al precio de 280.0 soles,PRODUCTO,,
"altura del producto 3.90 cm, ancho del producto 3.90 cm, profundidad del producto 19.24 cm, volumen del producto 292.6404, ean 2000001566787, medidas 3.90x19.24x3.90, tipo de producto cerradura, modelo maia, color negro, material zamak, garantía 3 años, procedencia nacional, país de origen italia",FICHA,,
Diafragmas de neodimio de 30 m. Rango de frecuencia 10-24.000 H. Diseño plegable compacto. Longitud del cable 1.2 m. Control remoto mediante smartphone.,CARACTERISTICAS,,
"Pantalón de trabajo de drill tecnológico, cinta reflectiva en ambas piernas y de triple costura, para mayor durabilidad. Cuenta con 2 bolsillos para manos y 2 bolsillos traseros. Cremallera metálica y botón de plástico. Brinda comodidad y durable. Previsto para uso general.",CARACTERISTICAS,,
"Leer la indicaciones o instrucciones del producto para una correcta instalación. Colocar sobre superficie limpia, nivelada y seca. Limpiar periódicamente para evitar la adhesión de sustancias indeseadas. Verificar antes de instalar que el producto sea del mismo tono y formato.",RECOMENDACIONES,,
sillon sevilla de la marca polinplast del area de aire libre y temporada para los muebles de plastico de la linea sillas de plastico de procedencia nacional al precio de 28.9 soles,PRODUCTO,,
Vierta unas gotas en un pocillo con agua o sobre una esponja mojada. Lave y enjuague muy bien.,RECOMENDACIONES,,
container polin #4 de la marca polinplast del area de cocina para los menaje de la linea organizacion y contenedores de procedencia nacional al precio de 5.9 soles,PRODUCTO,,
Repuesto versátil para su regadera. Resistencia a la corrosión. Larga vida útil.,DESCRIPCION,,
"Pocket Max ha sido elaborado con resortes pocket encapsulados para que nada interrumpa tu sueño y capas de espuma Zebra 23 que brindarán una mayor estabilidad a tu colchón. Además, su tela tejida de punto aportará frescura a tu descanso.",CARACTERISTICAS,,
master box n° 14 vanity con accesorios de la marca polinplast del area de organizacion y decoracion para los organizadores plasticos de la linea cajas plasticas (keepers) de procedencia nacional al precio de 34.9 soles,PRODUCTO,,
escalera metal de 3 pasos de la marca m&m del area de pinturas para los escaleras de la linea escaleras de aluminio y fibra de procedencia nacional al precio de 129.9 soles,PRODUCTO,,
sb puerta verti nogal foil 40x750x200 cm de la marca ares del area de ferreteria para los puertas de interior de la linea mdf o hdf de procedencia nacional al precio de 169.9 soles,PRODUCTO,,
Fumigadora a presión Orange fabricada a base de materiales de excelente calidad.Ideal para trabajar en huertos o grandes cultivos.,DESCRIPCION,,
"tamaño del producto moderado, altura del producto 2.50 cm, ancho del producto 2.50 cm, profundidad del producto 0.03 cm, volumen del producto 0.1875, ean 68060471383, medidas 2.50x0.03x2.50, tipo de producto cinta, modelo interiores 24 cuadros, color gris, material acrílico, garantía por defecto de fabricación, procedencia nacional, país de origen estados unidos",FICHA,,
"disco ""best""  para asfalto sobre hormigon 18"" de la marca bosch del area de herramientas para los accesorios para herramientas electricas de la linea discos de corte de procedencia nacional al precio de 1904.0 soles",PRODUCTO,,
"volumen del producto 0, ean 7751108002894, color no aplica, garantía 1 año, procedencia nacional",FICHA,,
alcohol en gel 70 1gl de la marca alkofarma del area de limpieza para los dispensadores y recargas de la linea recargas de jabon y antibacteriales de procedencia nacional al precio de 59.9 soles,PRODUCTO,,
Excelente calidad. Resistencia y durabilidad. Disfruta de lo más nuevo que Promart.pe trae para ti.,DESCRIPCION,,
Dimensionar y escoger bien el espacio donde se instalará el pedestal. Usar equipo de seguridad a la hora de instalar el producto.,RECOMENDACIONES,,
"Cuerpo de bronce cromado estampado. Conexión al punto de agua 3/4”NTP.Tubería de alimentación de agua mínima 1”. Función Non-Hold stop, que impide desperdiciar agua, aúnasí la palanca siga activada.",DESCRIPCION,,
"Promart te brinda las herramientas que necesitas para ese trabajo que tienes por hacer. Hoy pone a tu disposición el generador ideal para uso en construcción, talleres o casa.",DESCRIPCION,,
Bimetálicas. Endurecidas. Dientes rectificados en cruz y con ángulo libre. Cortes rápidos y limpios.,DESCRIPCION,,
perchero lock multi gancho mov con suc 2 pzs de la marca basa del area de baños para los organizacion de baño de la linea sets adosados de procedencia nacional al precio de 20.9 soles,PRODUCTO,,
"altura del producto 8.00 cm, ancho del producto 12.00 cm, profundidad del producto 2.00 cm, volumen del producto 192, diametro del producto 0, ean 8005543664315, medidas 12.00x2.00x8.00, tipo de producto toma, modelo modus4, color beige, material policarbonato, garantía 1 año, procedencia nacional, país de origen méxico",FICHA,,
Asegurarse de una conexión correcta. Colocar sobre superficies planas o en una base adecuada al peso del equipo.,RECOMENDACIONES,,
"volumen del producto 0, ean 747752058674, color no aplica, garantía 1 año, procedencia importado",FICHA,,
Se debe considerar el espacio de 13 mm entre el lateral del mueble y el cajón para su instalación. No usar tornillos que sobrepasen el espesor del cajón.,RECOMENDACIONES,,
"angulo exterior variable 50x20mm de la marca bticino del area de electricidad para los tuberias, canaletas y conexiones de la linea accesorios canaletas de procedencia nacional al precio de 6.7 soles",PRODUCTO,,
puerta hdf lisa base blanca ec3eco 40x650x2070mm de la marca ares del area de ferreteria para los puertas de interior de la linea mdf o hdf de procedencia nacional al precio de 79.9 soles,PRODUCTO,,
Organiza tus aparatos electrónicos y olvídate de los cables enredados y desordenados con la mesa para TV.,DESCRIPCION,,
Práctico juego de llaves fabricadas en acero al cromo vanadio.,DESCRIPCION,,
"Fabricada en microfibra, además de ser antideslizante y absorbente.",CARACTERISTICAS,,
"altura del producto 2.10 m, ancho del producto 5.80 m, profundidad del producto 5.50 cm, volumen del producto 66.99, ean 2000001597064, medidas 5.80x5.50x2.10, tipo de producto policarbonato, modelo pca003022trq020099131, color azul, material policarbonato, garantía por defecto de fabricación, procedencia nacional, país de origen perú",FICHA,,
"altura del producto 36.00 cm, volumen del producto 0, diametro del producto 14.00 cm, ean 2000001159736, tipo de producto lámpara, modelo led chico, color plata, material metal/plástico, garantía 1 año, procedencia importado, país de origen china",FICHA,,
"altura del producto 50.80 cm, ancho del producto 24.60 cm, profundidad del producto 56.00 cm, volumen del producto 69982.08, ean 2000001474846, medidas 24.60x56.00x50.80, tipo de producto caja, modelo no aplica, color negro, material resina, garantía de por vida, procedencia nacional, país de origen china",FICHA,,
"Fabricado por un sistema Fingerjoint, lo cual la madera es cortada en piezas pequeñas y vuelto a unir. Sistema de endentado que anula la fibra continua y de esta manera permite que la puerta sea utilizada en zonas con condiciones extremas. Ideal para puertas de interior. Marco superior adicional, para traga luz.",CARACTERISTICAS,,
Ideal para exteriores.,RECOMENDACIONES,,
"Verificar la medida del producto con aquellos que se desea unir. Mantener en buen estado, para garantizar un buen desempeño.",RECOMENDACIONES,,
tubo d ducha ajust/presion cr 0.80 x 1.45 m de la marca thermicloset del area de baños para los organizacion de baño de la linea tubos y ganchos para ducha de procedencia nacional al precio de 43.2 soles,PRODUCTO,,
Complementa la iluminación de tus espacios con la lámpara de mesa que hará que tu sala sea mucho más acogedora.,DESCRIPCION,,
Excelente estructura. Resistencia y durabilidad a su alcance.,CARACTERISTICAS,,
"altura del producto 22.00 cm, ancho del producto 3.00 cm, profundidad del producto 1.00 cm, volumen del producto 66, ean 7798184158565, medidas 3.00x1.00x22.00, tipo de producto brocha, modelo 1"", color blanco, material polipropileno, garantía de por vida, procedencia importado, país de origen argentina",FICHA,,
relo de sobremesa con mecanismo mely 40cm urbano de la marca atmosphera del area de tendencias para los colecciones de la linea decoracion de procedencia importado al precio de 169.9 soles,PRODUCTO,,
"volumen del producto 0, ean 7798084555860, tipo de producto canto, color violeta, garantía 1 año, procedencia nacional",FICHA,,
"altura del producto 28.00 cm, ancho del producto 8.00 cm, profundidad del producto 9.00 cm, volumen del producto 2016, diametro del producto 0, ean 2000001577394, medidas 8.00x9.00x28.00, tipo de producto restaurador, modelo xtreme & vanilla fresh, color azul, material otros, garantía 1 año, procedencia nacional, país de origen alemania",FICHA,,
"acabado no aplica, altura del producto 4.00 cm, ancho del producto 9.00 cm, profundidad del producto 14.00 cm, volumen del producto 504, ean 2000003552726, medidas 9.00x14.00x4.00, tipo de producto wincha, modelo plastica 5 mts x19mm, material plástico, garantía 06 meses por defectos de fabricación, procedencia nacional, país de origen china",FICHA,,
"Leer las indicaciones correctas de como instalar el producto antes de utilizar, Cubrir con cinta de papel antes de fraguar. Colocar sobre superficie limpia y seca. Usar pegamentos blanco flexible o en pasta. Limpiar con trapo de algodón seco.",RECOMENDACIONES,,
"Hude te ofrece el encerador, accesorio ideal para darle brillo a los pisos de parquet de tu vivienda con mayor facilidad. Este producto cuenta con una esponja elaborada en polipropileno, que permite ahorrar cera. Importante:Este producto cuenta con variantes de color y/o diseño que será seleccionado aleatoriamente en base a su disponibilidad.",DESCRIPCION,,
MATERIAL CUERPO: PBT (POLIMERO TERMOPLÁSTICO);MATERIAL DIFUSOR: PC(POLICARBONATO);ACABADO: MATE,CARACTERISTICAS,,
Excelente calidad. Resistencia y durabilidad. Capacidad de 500 ml.,CARACTERISTICAS,,
"lavacuela -rojo de la marca basa del area de cocina para los menaje de la linea utensilios, cuchillos,cubiertos y reposteria de procedencia nacional al precio de 9.9 soles",PRODUCTO,,
Dura hasta 75 días. Diseño más elegante y cómodo. Plug In giratorio. Envase de vidrio. Empaques de fuentes sostenibles. Con ingredientes y aceites naturales.,CARACTERISTICAS,,
"Mantener el producto en un lugar seco, alejado de la humedad.",OBSERVACIONES,,
"volumen del producto 0, ean 710631916860, tipo de producto válvula, modelo llenado compaq extensible, color blanco, material abs, garantía 1 año, procedencia nacional, país de origen méxico",FICHA,,
Excelente calidad y durabilidad. Resistente.,CARACTERISTICAS,,
"tamaño del producto moderado, altura del producto 6.00 cm, ancho del producto 27.00 cm, profundidad del producto 13.50 cm, volumen del producto 2187, ean 2000001546765, medidas 27.00x13.50x6.00, tipo de producto cerradura, modelo galassia, color plata, material metal, garantía 06 meses por defectos de fabricación, procedencia nacional, país de origen china",FICHA,,
i&o-portarretrato negro 13x18 de la marca orange del area de organizacion y decoracion para los decorativos de la linea decopared de procedencia importado al precio de 17.9 soles,PRODUCTO,,
Prepara los más deliciosos platillos y postres al horno empotrable con este práctico modelo que Promart trae para ti.,DESCRIPCION,,
"La podadora de césped inalámbrica GC-CG 18/1 Li - Solo de Einhell es la compañera ideal para los jardineros aficionados que aprecian la flexibilidad cuando se trata de mantener sus áreas verdes en forma. El corte de césped no es ningún problema. Para una transmisión de potencia óptima a las cuchillas cortadas con láser y afiladas con diamante, hay un engranaje de metal robusto. Se incluye una cuchilla para cortar césped para mantener los bordes del césped. Un interruptor de seguridad protege al usuario de poner en marcha las cizallas sin querer. El GC-CG 18/1 Li viene con un agarre suave para un agarre firme y cómodo. Incluso las largas sesiones de trabajo se dominan con facilidad gracias a la combinación de potencia y comodidad. Disfruta de lo más nuevo que Promart.pe trae para ti.",DESCRIPCION,,
Indicador de llenado de bolsa. Tubo telescópico de acero. Regulador de potencia. Cordón retráctil. Bolsa de género lavable. Paleta de aspirado piso duro/alfombra. Filtro HEPA. Con 3 etapas de filtrado.,CARACTERISTICAS,,
Convierte tu sala en un dormitorio para invitados sin perder el estilo con este futón resistente y de diseño muy moderno. Puedes utilizarlo como cama cuando desees.,DESCRIPCION,,
Las cortinas Roller caen elegantemente delante de las ventanas. Dependiendo el color estas le otorgarán determinada opacidad a tus ambientes.,DESCRIPCION,,
 Excelente rendimiento con bajo consumo de energía.br• Versátil y eficiente que ofrece la alta productividad requerida en el mercado de la limpieza profesional.br• Gran poder de succión y aspiración con bajo consumo de energía en la limpieza profesional.,DESCRIPCION,,
"Ideal para paredes interiores y exteriores, concreto, ladrillo, entre otros.",RECOMENDACIONES,,
"Medir la superficie sobre la que quiere instalar la felpa. Recortar con tijeras la felpa con el fin de ajustarlo a la medida inicial Limpiar la superficie de contacto, esta debe estar seca y libre de grasas. Retirar el soporte protector procurando no manipular la zona con adhesivo. Pegar la felpa en la zona deseada y presionar con fuerza durante 10 segundos para la correcta fijación sobre la superficie.",RECOMENDACIONES,,
"7"". Excelente calidad. Resistencia y durabilidad.",CARACTERISTICAS,,
"altura del producto 100.50 cm, ancho del producto 60.00 cm, profundidad del producto 60.00 cm, volumen del producto 361800, ean 2000001612859, medidas 60.00x60.00x100.50, tipo de producto silla, modelo clásico, color negro, material polipropileno, garantía 1 año, procedencia nacional, país de origen china",FICHA,,
Temperatura de aplicación: entre 5 °C y 35 °C. Para juntas utilizar un material de relleno para evitar la adhesión del producto sobre el fondo de la misma. El producto puede pintarse con pintura de base acuosa una vez endurecido. Limpie las herramientas con un disolvente orgánico. Una vez curado el material sólo se elimina mecánicamente.,RECOMENDACIONES,,
"Ofrece una excelente resistencia a la abrasión y a los ataques químicos. El sistema es autonivelante, flexible, de curado rápido y alto brillo. Bajo nivel de olor y VOC. Autonivelante y uso interior.",CARACTERISTICAS,,
"altura del producto 40.00 cm, ancho del producto 60.00 cm, profundidad del producto 30.00 cm, volumen del producto 72000, ean 2000001293850, medidas 60.00x30.00x40.00, tipo de producto caja, modelo cartón, color marrón, material cartón, garantía 06 meses por defectos de fabricación, procedencia nacional",FICHA,,
"tamaño del producto moderado, altura del producto 2.40 cm, ancho del producto 250.00 cm, profundidad del producto 0.30 cm, volumen del producto 180, ean 2000000515632, medidas 250.00x0.30x2.40, tipo de producto cinta, modelo doble contacto 24 mm, color blanco, material plástico, garantía por defecto de fabricación, procedencia importado, país de origen china",FICHA,,
"altura del producto 47.00 cm, ancho del producto 37.00 cm, profundidad del producto 110.00 cm, volumen del producto 191290, ean 7333377543393, medidas 37.00x110.00x47.00, tipo de producto motoguadaña, modelo 143rs, color naranja, material otros, garantía 1 año, procedencia nacional, país de origen brasil",FICHA,,
Excelente calidad. Resistencia y durabilidad.,CARACTERISTICAS,,
"altura del producto 36.00 cm, ancho del producto 58.00 cm, profundidad del producto 37.00 cm, volumen del producto 77256, diametro del producto 0, ean 7809639708010, medidas 58.00x37.00x36.00, tipo de producto horno, modelo th-48n, color negro, material acero inoxidable, garantía 2 años, procedencia nacional, país de origen china",FICHA,,
Excelente calidad. Resistencia y durabilidad.,CARACTERISTICAS,,
"Seguir las instrucciones de uso. Al momento de almacenar, que sea en área seca y fresca.",RECOMENDACIONES,,
"Altura mínima de instalación 2.30 mts. del piso a las aspas del ventilador,cuentan con 2 sentidos de giro de las aspas, horarios y anti horarios.Sentido Horario  uso en invierno y sentido Anti horario uso en verano.",OBSERVACIONES,,
"Disco para desbastar metal, más denso, menos poroso, más durable y áspero para mayor vida útil. Cuenta con dos mallas de fibra de vidrio externas en cada disco para mayor resistencia y seguridad. Encastre de 7/8”.",CARACTERISTICAS,,
"Necesitas iluminar tu sala, comedor o dormitorio, lo que tú requieres es este colgante que Promart.pe pone al alcance de tus manos. No solo podrás alumbrar grandes áreas de tu hogar, también podrás utilizarlo como decoración ya que tiene detalles que podrán atraer más luz a la habitación.",DESCRIPCION,,
"Usarlo con cuidado para evitar que el producto se maltrate. Limpiar con productos especializados para acero (metales) o con una solución de agua + jabón aplicando con esponja, paños de microfibra o poliseda. Para la instalación, tener en cuenta que la estructura va adosada a los laterales del mueble, el espacio interior del mueble no debe ser menor a los 60 cm de alto, 57 cm de ancho, 30 cm de profundidad. Se recomienda instalar el organizador en el mueble que está en la parte superior del lavadero.",RECOMENDACIONES,,
Ideal para ir a la playa o camping.,RECOMENDACIONES,,
"Dale un toque distinto a tus superficies con este piso de alta calidad, atractivo diseño y de fácil instalación.",DESCRIPCION,,
Es la cinta estándar en la industria de la pintura.,OBSERVACIONES,,
centelsa lsoh n2xoh 90c 6.0 mm2 06/1kv negro de la marca centelsa del area de electricidad para los cables de la linea conductores electric 1 de procedencia nacional al precio de 4.4 soles,PRODUCTO,,
Utilizar equipos de seguridad.,RECOMENDACIONES,,
toma aerea ip67 32amp 3p t 415v rj 6h de la marca mennekes del area de electricidad para los interruptores y tomacorrientes de la linea enchufes/conectores de procedencia nacional al precio de 36.9 soles,PRODUCTO,,
Limpiar con paño seco o detergente suave.,RECOMENDACIONES,,
"La planta debe estar siempre exenta de humedad, contaminación y fisuras. No usar en lugares donde exista peligro de explosión. Para mantener en optimas condiciones de uso, mantener siempre el calzado limpio y lustrado. En caso de humedecerse se debe secar a temperatura ambiente. No colocar por ningún motivo a calor de estufa. Es aconsejable el uso del calzado adecuado según la actividad o servicio.",RECOMENDACIONES,,
trapero auto escurrible telescópico de la marca binner del area de limpieza para los herramientas para pisos y superficies de la linea escobas y escobillones de procedencia nacional al precio de 10.0 soles,PRODUCTO,,
"Solución de ceras pulimentables, naturales y sintéticas del tipo polimérico, basadas en polietileno de bajo y alto peso molecular. Dureza, nivelamiento y gran brillo final, el cual se incrementa con el pulido. El adecuado balance de sus ingredientes, hace que esta cera sea ideal para zonas de intenso tráfico.",CARACTERISTICAS,,
"Fondo difusor encapsulado. Mango y manijas de bakelita en color negro. Tapa en acero inoxidable con orificio para salida de vapor. Para uso en cocinas a gas, eléctrica, vitrocerámica e inducción.",CARACTERISTICAS,,
cable bateria 400amp de la marca kamasa del area de herramientas para los automotriz de la linea accesorios y prod. de seguridad para el automovil de procedencia nacional al precio de 36.9 soles,PRODUCTO,,
Garantía de 2 años.,OBSERVACIONES,,
"Cemento Portland tipo IP es un cemento elaborado sobre la base de clinquer puzolana y yeso, De acuerdo a la norma NTP334.090 se clasifica como tipo IP. Resistente a los sulfatos y ambientes marinos. Resistente a ambientes industriales. Bajo calor hidratación. Inhibición de la reacción nociva álcalis/árido. Buen comportamiento con adictivos de última generación en sus respectivas aplicaciones.",CARACTERISTICAS,,
jabonera acapulco cr de la marca italgrif del area de baños para los organizacion de baño de la linea sets adosados de procedencia nacional al precio de 89.9 soles,PRODUCTO,,
manilla 128mm niquel cepillado de la marca gamet del area de ferreteria para los articulos para el mueblista de la linea tiradores de procedencia nacional al precio de 15.2 soles,PRODUCTO,,
triplay tipo okoume 3.2mm 1.22x2.44m de la marca sumec del area de materiales de construccion para los tableros estructurales de la linea triplay decorativo de procedencia importado al precio de 36.0 soles,PRODUCTO,,
"Es un eficiente producto para realizar diversos trabajos de mecánica de forma segura. Este accesorio fue diseñado para filtrar agua, suciedad y contaminantes nocivos de los diferentes tipos de combustibles.",DESCRIPCION,,
"El compresor híbrido, PRESSITO de Einhell, combina las mejores características de rendimiento. Puede funcionar tanto con un cable de alimentación eléctrica, como con una potente batería de sistema de 18V de la serie Power X-Change. La bomba de alta presión, es ideal para inflar neumáticos de vehículos y bicicletas, flotadores, globos y diversos productos inflables. Descubre sus carácterísticas y sorprendete.",DESCRIPCION,,
Bandeja organizador giratorio 360° Sashija,DESCRIPCION,,
"Escuadra para repisa hecho de metal pintado. Cuenta con 2 lados, uno para fijar a la pared y el otro para fijar la repisa, todos los lados tienen perforaciones para colocar los tornillos y así adosar la escuadra, cuenta con un transversal ubicado de forma diagonal para darle mayor soporte a la repisa.",CARACTERISTICAS,,
Ideal paracortar cables eléctricos y alambres en la construcción.,OBSERVACIONES,,
Excelente opción para mantener la organización. Resistencia y durabilidad a su alcance.,CARACTERISTICAS,,
"repisa recta facility 1,5x30x120cm tabaco de la marca prat-k del area de organizacion y decoracion para los repisas y estanterias de la linea repisas de madera de procedencia importado al precio de 50.9 soles",PRODUCTO,,
"Estructura de metal, repisas y accesorios hecho del mismo material al 100%, cuenta con 3 repisas para distribuir mejor los productos, estas repisas están preparadas para evitar acumulación de agua en su base. Ahorra espacio, ideal para almacenar tus utensilios de higiene.",CARACTERISTICAS,,
"El color de luz depende del tipo de foco a escoger, lampara conformado por 3 luminarias,",OBSERVACIONES,,
"acabado pintura uv, altura del producto 182.00 cm, ancho del producto 81.00 cm, profundidad del producto 45.00 cm, volumen del producto 663390, ean 7895155539757, medidas 81.00x45.00x182.00, tipo de producto ropero, modelo capri, color marrón, material mdp, garantía 1 año, procedencia importado, país de origen brasil",FICHA,,
Mantener fuera del alcance de los niños.,OBSERVACIONES,,
"altura del producto 215.00 cm, ancho del producto 75.00 cm, profundidad del producto 75.00 cm, volumen del producto 1209375, diametro del producto 0, ean 2000001430224, medidas 75.00x75.00x215.00, tipo de producto bolsa, modelo compress, color azul, material poliéster, garantía 1 año, procedencia importado, país de origen taiwan",FICHA,,
"altura del producto 17.80 cm, ancho del producto 17.50 cm, profundidad del producto 7.00 cm, volumen del producto 2180.5, ean 798302231047, medidas 17.50x7.00x17.80, tipo de producto audífono, modelo xth-355, color rosa, material plástico, garantía 1 año, procedencia nacional, país de origen china",FICHA,,
